-1553, -333, 1557
-913, -585, 1998
-714, -1345, 1998
-513, -1351, 1974
-265, -1285, 1508
65, -1185, 952
279, -1098, 583
407, -950, 371
407, -950, 371
500, -759, 178
332, -609, -92
157, -507, -29
49, -416, -42
-,-,-
-1221, -1254, 466
-1423, -1448, 336
-1402, -1477, 492
-1188, -1541, 674
-862, -1574, 510
-540, -1593, 549
206, -1563, 710
206, -1563, 710
353, -1452, 723
355, -1316, 638
320, -1158, 597
315, -1000, 516
379, -841, 407
453, -689, 287
514, -496, 231
513, -264, 217
311, -24, 160
182, 187, 136
182, 187, 136
354, 380, -53
572, 594, -341
308, 905, -268
-214, 1000, 65
-596, 869, 205
-819, 771, 230
-937, 707, 193
-1169, 674, 236
-1169, 674, 236
-1351, 635, 277
-1688, 531, 478
-1846, 384, 526
-1814, 301, 399
-1797, 384, 368
-1984, 373, 710
-1998, 353, 1183
-1998, 155, 1529
-1998, -107, 1523
-1903, -304, 1609
-1680, -521, 1589
-1414, -699, 1433
-1168, -873, 1410
-846, -1002, 1770
-18, -1127, 1837
260, -1122, 1114
354, -1038, 568
354, -1038, 568
517, -1013, 554
712, -980, 516
-,-,-
-848, -1220, 185
-1106, -1404, 290
-1105, -1530, 116
-1108, -1641, 133
-1117, -1700, 276
-1098, -1669, 475
-905, -1687, 638
-672, -1666, 576
-436, -1591, 508
-87, -1461, 527
132, -1389, 607
194, -1339, 610
309, -1228, 531
586, -1012, 407
812, -859, 364
960, -570, 429
894, -265, 364
711, 118, 156
356, 314, 23
356, 314, 23
178, 469, 89
-31, 706, 61
-447, 861, -30
-881, 817, 2
-881, 817, 2
-886, 645, -61
-625, 547, -135
-591, 496, -101
-830, 428, 82
-1035, 366, 247
-1036, 306, 121
-1138, 401, 87
-1695, 599, 488
-1998, 593, 910
-1998, 349, 915
-1909, 238, 1029
-1842, 204, 1278
-1834, 140, 1414
-1628, 37, 1100
-1628, 37, 1100
-1491, -342, 611
-1498, -658, 580
-1363, -718, 1146
-1267, -1047, 1841
-995, -1273, 1786
-682, -1312, 1746
-598, -1227, 1604
-338, -1094, 1408
59, -1001, 998
262, -934, 521
-,-,-
-1283, -1090, 161
-1410, -1322, 194
-1230, -1427, 426
-1083, -1474, 540
-1069, -1591, 483
-1057, -1796, 571
-870, -1824, 626
-732, -1740, 422
-541, -1622, 297
-372, -1512, 276
-198, -1346, 202
11, -1210, 175
176, -1080, 312
286, -911, 288
483, -719, 179
710, -517, 111
886, -336, 25
886, -336, 25
939, -162, 0
743, 57, 111
477, 263, 215
309, 509, 157
139, 662, -35
139, 662, -35
-149, 777, 19
-535, 790, 293
-661, 702, 266
-789, 632, 173
-1162, 548, 308
-1541, 484, 508
-1738, 411, 432
-1882, 283, 242
-1966, 242, 239
-1998, 172, 780
-1998, 172, 780
-1998, 132, 1134
-1998, 41, 1358
-1998, -121, 1419
-1969, -351, 1479
-1781, -761, 1829
-851, -1321, 1923
-380, -1324, 1851
-108, -1257, 1626
88, -1163, 1279
232, -1078, 937
430, -974, 659
644, -924, 389
644, -924, 389
699, -844, 207
577, -752, 54
-,-,-
-1164, -1276, 413
-1285, -1378, 508
-1258, -1468, 456
-1175, -1498, 429
-1099, -1566, 429
-882, -1601, 334
-534, -1561, 197
-330, -1533, 116
-98, -1500, 291
147, -1418, 507
411, -1308, 516
671, -1152, 582
791, -974, 601
672, -751, 583
498, -511, 534
438, -322, 490
415, -167, 369
297, 15, 224
210, 250, -182
210, 250, -182
49, 332, -436
-84, 413, -317
-219, 495, 1
-342, 543, 186
-383, 503, 312
-414, 374, 271
-414, 374, 193
-472, 306, 193
-596, 402, 317
-1170, 580, 573
-1899, 647, 719
-1998, 593, 576
-1998, 581, 481
-1998, 513, 484
-1998, 496, 755
-1998, 516, 820
-1878, 345, 732
-1583, 81, 794
-1410, -287, 1093
-1307, -560, 1444
-1123, -852, 1638
-849, -1143, 1889
-459, -1400, 1998
-283, -1569, 1998
-163, -1496, 1811
-40, -1349, 1335
88, -1187, 983
238, -1034, 619
391, -877, 283
-,-,-
-1134, -952, 290
-1371, -1088, 362
-1425, -1268, 219
-1373, -1444, 424
-1355, -1625, 565
-1279, -1633, 671
-1057, -1612, 857
-653, -1640, 886
-171, -1652, 853
208, -1532, 795
529, -1409, 569
804, -1250, 321
889, -1085, 52
868, -881, -7
803, -677, 78
702, -427, 64
702, -427, 64
700, -183, -12
695, 23, 97
609, 239, 244
525, 542, 276
327, 815, 230
327, 815, 230
53, 975, 232
-265, 969, 232
-627, 980, 334
-1164, 940, 546
-1603, 874, 571
-1954, 820, 567
-1998, 776, 251
-1998, 645, 133
-1998, 492, 297
-1998, 413, 475
-1998, 384, 644
-1998, 384, 644
-1998, 386, 633
-1998, 158, 186
-1998, -378, 393
-1836, -684, 1351
-1425, -862, 1700
-1135, -984, 1893
-841, -1145, 1428
-741, -1120, 1055
-613, -1001, 839
-487, -902, 712
-436, -881, 684
-184, -858, 557
123, -793, 265
123, -793, 265
253, -737, -28
-,-,-
-952, -1146, 286
-1319, -1312, 402
-1495, -1484, 477
-1445, -1574, 293
-1374, -1678, 228
-1053, -1730, 319
-616, -1721, 267
-216, -1674, 177
130, -1600, 118
505, -1484, 252
755, -1291, 511
875, -1053, 739
922, -806, 881
934, -541, 744
835, -250, 532
512, 15, 400
123, 256, 386
123, 256, 386
-70, 430, 218
-10, 593, 76
47, 804, -127
-170, 898, -250
-467, 861, 14
-747, 740, 223
-747, 740, 223
-888, 605, 49
-997, 550, 23
-1218, 539, 193
-1579, 569, 400
-1844, 503, 350
-1889, 406, 309
-1938, 307, 521
-1998, 331, 707
-1998, 299, 1091
-1998, 232, 1131
-1913, -14, 1045
-1793, -341, 1110
-1599, -633, 1366
-1345, -865, 1609
-1056, -1001, 1808
-704, -1135, 1753
-452, -1246, 1533
-283, -1201, 1343
-109, -1069, 1091
20, -971, 725
196, -870, 395
255, -788, 168
236, -692, 107
-,-,-
-1215, -942, 123
-1283, -1090, 345
-1293, -1151, 313
-1368, -1285, 170
-1425, -1469, 157
-1156, -1527, 117
-769, -1535, 140
-483, -1597, 336
-190, -1676, 572
158, -1624, 732
358, -1446, 740
398, -1241, 626
509, -1026, 535
695, -808, 419
918, -632, 391
892, -447, 419
656, -233, 399
325, -7, 321
325, -7, 321
197, 209, 194
78, 409, 50
-287, 599, 64
-747, 663, 134
-747, 663, 134
-727, 574, 43
-467, 546, -155
-614, 583, -176
-1036, 423, -62
-1361, 360, 111
-1435, 334, 92
-1483, 211, 6
-1706, 141, 172
-1924, 133, 267
-1998, 184, 360
-1998, 148, 629
-1998, 148, 629
-1998, -2, 1023
-1998, -259, 1058
-1998, -479, 1028
-1419, -1015, 1329
-1323, -1341, 1523
-1045, -1309, 1652
-819, -1201, 1654
-653, -1041, 1453
-325, -858, 1023
-62, -836, 792
196, -791, 422
372, -809, 81
-,-,-
-822, -919, 415
-1051, -1066, 162
-1101, -1136, 25
-1245, -1133, -175
-1622, -1386, 389
-1153, -1685, 520
-759, -1793, 447
-460, -1827, 428
-175, -1773, 370
116, -1667, 494
363, -1510, 656
553, -1304, 791
553, -1304, 791
636, -1038, 733
656, -740, 499
664, -509, 364
680, -272, 350
594, -49, 308
418, 215, 169
92, 487, 15
92, 487, 15
-167, 617, -63
-235, 683, -54
-390, 674, 65
-686, 646, 143
-882, 594, 107
-871, 522, 42
-871, 522, 42
-861, 424, 16
-1041, 434, 115
-1406, 463, 161
-1879, 397, 186
-1998, 347, 257
-1998, 357, 400
-1998, 379, 660
-1998, 238, 858
-1998, 0, 894
-1998, -249, 992
-1841, -433, 1496
-1448, -730, 1680
-1092, -1133, 1537
-804, -1418, 1569
-499, -1436, 1624
-398, -1349, 1352
-219, -1213, 1092
104, -1113, 694
334, -1023, 485
441, -914, 308
-,-,-
-1076, -1098, 75
-1212, -1212, 302
-1392, -1293, 319
-1489, -1426, 190
-1370, -1489, 236
-1038, -1525, 377
-722, -1516, 385
-460, -1512, 371
-193, -1486, 464
60, -1447, 599
424, -1328, 806
741, -1174, 836
812, -993, 783
785, -747, 672
785, -747, 672
721, -483, 549
632, -204, 379
539, 60, 268
334, 340, 255
-66, 578, 149
-364, 825, -77
-627, 785, -256
-627, 785, -256
-683, 660, -56
-625, 583, -15
-738, 530, 40
-1025, 516, -22
-1310, 500, 124
-1554, 566, 297
-1841, 548, 283
-1871, 511, 24
-1949, 438, 122
-1998, 472, 478
-1998, 449, 956
-1997, 292, 1021
-1827, 8, 886
-1827, 8, 886
-1604, -429, 1098
-1374, -890, 1456
-911, -1115, 1789
-596, -1371, 1832
-483, -1703, 1414
-394, -1593, 1161
-253, -1385, 866
-148, -1194, 614
20, -972, 332
15, -774, 178
15, -774, 178
-,-,-
-751, -992, -223
-1065, -1254, -129
-1145, -1429, 79
-1195, -1551, 209
-1361, -1654, 340
-1417, -1714, 582
-742, -1757, 625
-302, -1783, 531
8, -1634, 572
8, -1634, 572
192, -1419, 780
489, -1180, 946
586, -973, 766
671, -746, 535
734, -520, 390
706, -258, 259
625, -19, 217
461, 256, 142
461, 256, 142
124, 621, -14
-188, 738, -284
-439, 733, -372
-524, 761, -387
-810, 712, -135
-1181, 674, 236
-1272, 617, 256
-1176, 529, 108
-1231, 451, 77
-1412, 378, 65
-1412, 378, 65
-1552, 313, 132
-1584, 248, 268
-1679, 229, 542
-1904, 260, 820
-1998, 236, 917
-1998, -46, 956
-1998, -489, 776
-1813, -842, 935
-1353, -1032, 1494
-963, -1347, 1917
-536, -1608, 1959
-408, -1688, 1642
-408, -1557, 1282
-338, -1390, 961
-203, -1232, 684
31, -1057, 361
170, -910, 136
135, -743, 46
26, -574, -59
-17, -498, -84
-,-,-
-1138, -1221, 211
-1425, -1335, 198
-1520, -1444, 226
-1356, -1482, 228
-1216, -1487, 185
-1035, -1448, 247
-848, -1444, 271
-614, -1444, 266
-234, -1403, 325
143, -1312, 462
444, -1206, 608
652, -1034, 677
767, -827, 658
791, -604, 466
745, -371, 245
684, -98, 245
684, -98, 245
490, 188, 173
63, 469, 89
-337, 647, 60
-420, 746, -26
-448, 783, -45
-715, 757, 73
-715, 757, 73
-987, 671, 94
-1166, 641, -7
-1367, 648, -51
-1745, 689, 170
-1994, 657, 239
-1947, 495, 25
-1688, 389, -176
-1676, 360, 95
-1837, 365, 769
-1939, 230, 1164
-1864, -34, 1202
-1859, -418, 1150
-1747, -739, 1280
-1413, -916, 1654
-1096, -1130, 1919
-704, -1244, 1846
-433, -1307, 1511
-264, -1301, 1221
-67, -1172, 911
116, -1030, 455
281, -943, 145
334, -842, 22
-,-,-
-1511, -853, 368
-1650, -1092, 239
-1607, -1335, 278
-1251, -1383, 483
-960, -1488, 357
-658, -1545, 245
-209, -1602, 441
161, -1641, 679
371, -1576, 821
441, -1377, 943
421, -1187, 916
468, -986, 845
528, -849, 642
583, -644, 471
457, -435, 259
338, -96, 118
338, -96, 118
107, 148, 53
-90, 415, -80
-201, 617, -242
-262, 659, -455
-295, 633, -588
-416, 608, -416
-551, 576, -127
-556, 616, -2
-713, 598, 89
-713, 598, 89
-1019, 587, 289
-1356, 556, 318
-1591, 524, 167
-1708, 492, 91
-1643, 471, 199
-1761, 526, 494
-1998, 550, 890
-1998, 479, 1185
-1998, 134, 1131
-1998, -377, 1079
-1822, -637, 1555
-1220, -901, 1930
-629, -1227, 1998
-346, -1440, 1998
-374, -1460, 1798
-381, -1324, 1298
-250, -1163, 810
-73, -1054, 633
44, -896, 460
107, -723, 188
236, -685, 124
-,-,-
-1413, -657, -136
-1632, -831, -48
-1746, -969, 18
-1787, -1179, 54
-1683, -1344, 137
-1444, -1509, 334
-1017, -1648, 316
-561, -1702, 393
-157, -1634, 528
128, -1591, 828
346, -1397, 1048
542, -1133, 1024
671, -907, 863
739, -642, 575
762, -354, 223
787, -112, 135
778, 128, 89
778, 128, 89
686, 368, -107
478, 575, -320
181, 738, -480
-44, 806, -559
-170, 942, -366
-632, 1085, 68
-1192, 1123, 597
-1564, 1116, 438
-1921, 1031, 538
-1998, 864, 639
-1998, 864, 639
-1890, 731, 361
-1730, 569, 93
-1852, 547, 116
-1998, 537, 314
-1998, 492, 730
-1998, 211, 864
-1935, -87, 1157
-1573, -385, 1491
-1261, -821, 1616
-1145, -1326, 1504
-1026, -1479, 1593
-672, -1423, 1676
-379, -1213, 920
-307, -1041, 533
-269, -911, 143
-269, -911, 143
-101, -818, 61
-,-,-
-1998, -1156, -183
-1955, -1438, 56
-1398, -1556, 128
-697, -1661, 251
-215, -1684, 415
45, -1587, 779
222, -1477, 1197
270, -1348, 1492
378, -1159, 1344
509, -935, 976
539, -701, 591
405, -465, 308
326, -260, 233
370, -89, 129
322, 70, 1
322, 70, 1
153, 264, -35
-136, 445, -38
-327, 541, -141
-358, 603, -178
-364, 628, -117
-566, 594, -57
-716, 541, 58
-716, 541, 58
-798, 537, -2
-1091, 600, 24
-1464, 630, 218
-1782, 609, 262
-1953, 611, 238
-1998, 612, 287
-1998, 617, 370
-1998, 612, 484
-1998, 422, 659
-1975, 76, 629
-1797, -318, 699
-1584, -578, 969
-1497, -835, 1469
-1281, -1081, 1698
-854, -1292, 1705
-545, -1401, 1607
-420, -1346, 1385
-363, -1235, 989
-183, -1049, 653
76, -868, 370
-,-,-
-1226, -937, -24
-1405, -1061, -113
-1513, -1189, -359
-1483, -1255, -67
-1341, -1327, -43
-1085, -1340, -182
-841, -1316, 41
-485, -1323, 401
-140, -1358, 760
110, -1265, 917
203, -1130, 969
300, -931, 854
413, -722, 681
456, -495, 545
363, -278, 417
208, -46, 171
208, -46, 171
39, 91, 70
1, 205, 171
18, 336, 114
-77, 427, -38
-77, 427, -38
-212, 519, -176
-309, 572, -234
-465, 559, -122
-630, 564, -36
-792, 646, -206
-1118, 794, -238
-1813, 832, 265
-1998, 780, 513
-1998, 722, 69
-1998, 694, -211
-1998, 724, -10
-1998, 613, 516
-1998, 266, 944
-1998, -204, 1183
-1867, -619, 1463
-1582, -1047, 1879
-1275, -1483, 1998
-838, -1619, 1906
-510, -1513, 1281
-310, -1313, 500
-283, -1124, -51
-,-,-
-1288, -596, 43
-1517, -793, 11
-1647, -982, -231
-1728, -1187, -181
-1558, -1391, -15
-1361, -1585, 341
-963, -1677, 643
-513, -1738, 714
-278, -1809, 977
-87, -1707, 1299
85, -1434, 1539
290, -1169, 1216
341, -909, 717
303, -654, 461
353, -442, 385
518, -228, 310
635, -40, 128
635, -40, 128
670, 185, -116
668, 424, -264
605, 667, -204
141, 726, 101
-329, 819, 310
-622, 964, -2
-622, 964, -2
-744, 889, -416
-735, 732, -295
-951, 713, 46
-1459, 782, 128
-1966, 745, 243
-1967, 758, 159
-1934, 764, -48
-1998, 675, 22
-1998, 613, 622
-1998, 433, 1224
-1998, 59, 1390
-1998, -442, 1208
-1872, -874, 1029
-1601, -1036, 1481
-1410, -1181, 1842
-910, -1193, 1781
-406, -1137, 1079
-109, -1087, 451
-22, -926, 165
200, -720, 121
-,-,-
-1689, -764, 65
-1840, -901, 579
-1799, -1069, 97
-1850, -1318, 37
-1587, -1474, -31
-1243, -1562, 152
-819, -1585, 531
-353, -1571, 745
5, -1538, 787
204, -1449, 897
228, -1270, 1040
304, -1023, 1122
388, -776, 889
438, -582, 383
469, -434, 102
551, -280, 0
551, -280, 0
703, -77, -28
630, 78, -10
423, 318, -75
128, 511, -127
128, 511, -127
-141, 681, -70
-324, 844, -110
-506, 937, 12
-837, 832, 201
-1022, 746, 85
-1184, 752, -75
-1421, 695, -143
-1584, 590, -78
-1542, 505, 59
-1397, 561, 10
-1640, 576, 266
-1996, 495, 814
-1996, 495, 814
-1998, 369, 1088
-1998, 85, 1224
-1998, -254, 1637
-1865, -673, 1805
-1284, -1004, 1970
-914, -1316, 1980
-632, -1236, 1511
-282, -1151, 906
-16, -1053, 609
341, -884, 317
-,-,-
-1191, -667, 175
-1423, -729, 174
-1741, -790, -120
-1998, -804, 4
-1998, -890, 289
-1897, -1067, 474
-1405, -1292, 601
-856, -1517, 633
33, -1639, 457
33, -1717, 457
321, -1668, 695
465, -1566, 1000
572, -1325, 1191
529, -1103, 1080
500, -907, 753
518, -664, 581
587, -447, 435
699, -233, 295
619, -76, 168
319, 121, 112
106, 373, 18
106, 373, 18
-32, 675, -119
-210, 844, -225
-424, 848, -208
-634, 770, -98
-691, 741, -241
-801, 668, -221
-983, 601, -28
-1124, 613, 81
-1124, 613, 81
-1255, 675, 76
-1507, 614, 119
-1693, 478, 235
-1670, 356, 299
-1504, 362, 482
-1731, 377, 881
-1998, 216, 1168
-1998, -103, 1095
-1998, -223, 960
-1862, -461, 1163
-1604, -868, 1353
-1188, -1183, 1422
-666, -1339, 1296
-371, -1286, 1331
-330, -1143, 1172
-,-,-
-1571, -816, 275
-1982, -942, 252
-1975, -1031, 192
-1890, -1101, 253
-1858, -1255, 264
-1448, -1344, 469
-961, -1446, 579
-597, -1567, 572
-350, -1580, 649
-43, -1513, 945
307, -1449, 1254
478, -1322, 1299
459, -1159, 971
467, -928, 736
469, -693, 616
520, -485, 438
568, -272, 267
568, -272, 267
469, -73, 13
331, 79, -105
398, 260, -28
297, 522, 8
-162, 674, -8
-162, 674, -8
-432, 666, -22
-331, 648, -30
-312, 669, -55
-600, 697, 57
-1051, 781, 171
-1488, 826, 151
-1608, 767, 10
-1518, 669, -75
-1518, 669, -75
-1645, 589, -41
-1874, 564, 65
-1925, 505, 243
-1998, 427, 510
-1998, 313, 927
-1998, 89, 1140
-1995, -259, 1051
-1717, -494, 907
-1290, -697, 1001
-1170, -899, 1279
-1230, -1032, 1405
-1159, -1047, 1243
-813, -1001, 868
-465, -972, 612
-333, -967, 669
-189, -951, 686
-,-,-
-1260, -801, 380
-1488, -874, 123
-1700, -937, -99
-1946, -1000, 154
-1998, -1036, 315
-1994, -1147, 338
-1731, -1232, 349
-1231, -1397, 367
-683, -1504, 463
-438, -1600, 554
-300, -1603, 757
-48, -1500, 836
271, -1394, 752
513, -1281, 775
496, -1118, 699
472, -890, 468
407, -725, 203
407, -725, 203
347, -501, 34
265, -272, 44
25, -17, 119
-300, 193, 35
-487, 316, -29
-461, 333, -8
-461, 333, -8
-338, 329, -32
-290, 382, -178
-369, 447, -213
-534, 434, -32
-628, 377, 191
-662, 348, 120
-850, 341, -108
-1152, 341, -109
-1270, 391, 26
-1350, 474, -54
-1567, 493, -262
-1784, 430, -352
-1888, 444, -266
-1949, 499, -48
-1949, 499, -48
-1949, 562, 385
-1875, 384, 582
-1887, 10, 688
-1902, -437, 956
-1690, -870, 1368
-1148, -1136, 1593
-731, -1356, 1539
-462, -1398, 1445
-535, -1076, 1371
-539, -906, 998
-384, -801, 649
-384, -801, 649
-,-,-
-1546, -690, -78
-1646, -758, -119
-1714, -827, -208
-1784, -1019, -112
-1644, -1181, -8
-1223, -1309, 176
-803, -1467, 372
-588, -1548, 493
-561, -1528, 739
